,Question_Text,Question_ID,Euroskepticism_Score,clean_text,doc2vec_x,doc2vec_y
1191,Thousands of teachers in precarious employment are being used to offset staffing shortages in municipal nurseries and kindergartens in Rome for instance there are more than 800 whose contracts are renewed annually often for 20 years. By Decision 274/2008 Rome City Council decided to allocate 50 of posts to the successful candidates  and 50 to suitable candidates from the permanent list consisting of staff officially selected by course  Despite the validity of the lists the Rome Commissioner has unveiled a decision that would invalidate these permanent lists and continue to annually renew the contracts of staff on fixed-term contracts even those with contracts over 36 months without providing them with permanent employment. This would undermine the legitimate rights of suitable candidates on the permanent lists resulting in unequal treatment permanent and contractual between municipal and state school teaching staff the latter being governed by the law 107/2015 following the condemnation by the ECJ. Can the Commission say whether this constitutes a breach of 1. The ECJ judgment 2014 which ruled that the unlimited renewal of fixed-term contracts is unjustified and that contract staff with over 36 months of fixed-term contracts should therefore be given permanent jobs 2. The framework Agreement 1999 on fixed-term work abuse of contract renewal 3. The regulations on non-discrimination given the differences in treatment between state and municipal staff as regards the recruitment on a permanent basis of workers on fixed-term contracts,E-003862-16,0,Thousands of teacher in precarious employment are being used to offset staffing shortage in municipal nursery and kindergarten in Rome for instance there are more than whose contract are renewed annually often for year By Decision Rome City Council decided to allocate of post to the successful candidate and to suitable candidate from the permanent list consisting of staff officially selected by course Despite the validity of the list the Rome Commissioner ha unveiled a decision that would invalidate these permanent list and continue to annually renew the contract of staff on fixedterm contract even those with contract over month without providing them with permanent employment This would undermine the legitimate right of suitable candidate on the permanent list resulting in unequal treatment permanent and contractual between municipal and state school teaching staff the latter being governed by the law following the condemnation by the ECJ Can the Commission say whether this constitutes a breach of The ECJ judgment which ruled that the unlimited renewal of fixedterm contract is unjustified and that contract staff with over month of fixedterm contract should therefore be given permanent job The framework Agreement on fixedterm work abuse of contract renewal The regulation on nondiscrimination given the difference in treatment between state and municipal staff a regard the recruitment on a permanent basis of worker on fixedterm contract,0.17696907,-0.24824299
1192,On 14 July 2004 the Commission issued  on reform of European sugar policy Communication from the Commission to the Council and the European Parliament on  a sustainable agricultural model for Europe through the reformed CAP - sugar sector reform COM2004 499 14 July 2004. The  was discussed by the Council at the end of November 2004 Press release on the 2619th Council Meeting Agriculture and Fisheries 22/23 November 2004. The proposals in  would have a baleful impact on European farmers and sugar manufacturers.  proposes inter alia that production quota and prices be reduced by 16 and 37 respectively. Compensation would be provided via  support amounting to 60 of the price reduction. That is no more than  applied to a greatly reduced production volume. One consequence of this  reform is that there would be a radical reduction in beet producers earnings per hectare. At the hearing held by the European Parliaments Committee on Agriculture on 30 November 2004 Professor Jean-FranÊ_ois Sneessens stated that average  of small-scale farmers in Belgium would fall by 12 to 17 though their  are already low  with other farmers. Mr Rudolf Strasser European Economic and Social Committee stated that unemployment would rise as a result of the reform. According to him a 20 price reduction would already be more than ample. If less sugar beet were produced less sugar would be processed by European sugar refineries thus putting great pressure on employment in that area. Many European sugar refineries would have to shut down for  would be provided for. However the  makes no mention  for farmers forced out of business. Will farmers forced out of business because of the reform of European sugar policy be entitled  If so how will this be incorporated into the prospective legislative proposal If not why not How does the Commission view the 20 price decrease proposed by Mr Strasser,E-3457/04,0,On July the Commission issued on reform of European sugar policy Communication from the Commission to the Council and the European Parliament on a sustainable agricultural model for Europe through the reformed CAP sugar sector reform COM July The wa discussed by the Council at the end of November Press release on the th Council Meeting Agriculture and Fisheries November The proposal in would have a baleful impact on European farmer and sugar manufacturer proposes inter alia that production quota and price be reduced by and respectively Compensation would be provided via support amounting to of the price reduction That is no more than applied to a greatly reduced production volume One consequence of this reform is that there would be a radical reduction in beet producer earnings per hectare At the hearing held by the European Parliaments Committee on Agriculture on November Professor JeanFran Ê ois Sneessens stated that average of smallscale farmer in Belgium would fall by to though their are already low with other farmer Mr Rudolf Strasser European Economic and Social Committee stated that unemployment would rise a a result of the reform According to him a price reduction would already be more than ample If le sugar beet were produced le sugar would be processed by European sugar refinery thus putting great pressure on employment in that area Many European sugar refinery would have to shut down for would be provided for However the make no mention for farmer forced out of business Will farmer forced out of business because of the reform of European sugar policy be entitled If so how will this be incorporated into the prospective legislative proposal If not why not How doe the Commission view the price decrease proposed by Mr Strasser,-0.17847285,-0.17847285
1193,Breaking the Silence an NGO founded by Israeli veterans recently released a report1 containing 111 testimonies directly from Israeli soldiers amongst whom a quarter are high-ranking officers documenting the 2014 Gaza war. The report documents a lack of any consideration for civilian lives and UN premises for example testimonies 82 85 97 and 110 and details acts such as executions of unarmed women testimony 35 and of old unarmed men testimonies 86 99 and 111. As a result of Israels 5 000 air attacks at least 19 babies 108 pre-schoolers between the ages of one and five 280 children below the age of 16 and a total of at least 508 children women and old men have been killed by Israeli airstrikes alone according to an Associated Press report2. Only 11 of the dead were suspected or confirmed Hamas members. In total UN figures document 2 205 Palestinians killed by Israels war. There has been no independent inquiry in Israel into what constitutes serious allegations of war crimes. 1. What is the VP/HR doing to support an independent inquiry into such serious allegations 2. What efforts is the EU making to ensure accountability for those crimes 1Report by Israeli veterans NGO Breaking the Silence on Operation Protective Edge This is how we fought in Gaza 3.5.2015 http//www.breakingthesilence.org.il/pdf/ProtectiveEdge.pdf 2Associated Press study examining Israeli airstrikes 13.2.2015  notice,E-007238-15,0,Breaking the Silence an NGO founded by Israeli veteran recently released a report containing testimony directly from Israeli soldier amongst whom a quarter are highranking officer documenting the Gaza war The report document a lack of any consideration for civilian life and UN premise for example testimony and and detail act such a execution of unarmed woman testimony and of old unarmed men testimony and As a result of Israels air attack at least baby preschooler between the age of one and five child below the age of and a total of at least child woman and old men have been killed by Israeli airstrikes alone according to an Associated Press report Only of the dead were suspected or confirmed Hamas member In total UN figure document Palestinians killed by Israels war There ha been no independent inquiry in Israel into what constitutes serious allegation of war crime What is the VPHR doing to support an independent inquiry into such serious allegation What effort is the EU making to ensure accountability for those crime Report by Israeli veteran NGO Breaking the Silence on Operation Protective Edge This is how we fought in Gaza httpwwwbreakingthesilenceorgilpdfProtectiveEdgepdf Associated Press study examining Israeli airstrikes notice,-0.31190035,-0.31190035
1194,I have been informed in connection with the human and minority rights situation in Turkey in particular that relating to the Greek minority on the island of Imbros that a delegation from Imbros visited Brussels in April 2004 and had a meeting with officials of the Directorate for Enlargement concerning Turkey to whom they handed over a detailed report on violations of their rights. In view of the  publication of the annual report on Turkeys progress towards accession will the Commission say whether it has assessed the substance of the allegations and whether it includes its findings in the annual report Were  made by the people of Imbros drawn to the attention of the Turkish authorities and if so what was their response Finally what measures is the Commission considering to persuade the Turkish authorities to take effective practical measures immediately to put an end to the discrimination and violation of rights suffered by the Greek minority of Imbros,P-2182/04,0,I have been informed in connection with the human and minority right situation in Turkey in particular that relating to the Greek minority on the island of Imbros that a delegation from Imbros visited Brussels in April and had a meeting with official of the Directorate for Enlargement concerning Turkey to whom they handed over a detailed report on violation of their right In view of the publication of the annual report on Turkeys progress towards accession will the Commission say whether it ha assessed the substance of the allegation and whether it includes it finding in the annual report Were made by the people of Imbros drawn to the attention of the Turkish authority and if so what wa their response Finally what measure is the Commission considering to persuade the Turkish authority to take effective practical measure immediately to put an end to the discrimination and violation of right suffered by the Greek minority of Imbros,-0.5372263,-0.5372263
1195,When does the Commission expect to provide the UK with written confirmation of its approval of Objective 2 Single Programming Documents,E-2781/00,0,When doe the Commission expect to provide the UK with written confirmation of it approval of Objective Single Programming Documents,0.22501193,0.22501193
1196,In its answer to Question P009843/2011 on the situation at the Groundforce  the Commission states as follows It is important to stress that EC law does not prescribe the privatisation of public undertakings indeed the Treaty is strictly neutral as regards private or public ownership and the Commission equally strictly follows this line. In view of the above and the content of the IMF-ECB-EC programme established for Portugal known as Memorandum of Understanding on specific economic policy constraints the Commission is asked to answer the following How can it justify the inclusion in the said programme  privatisation of numerous  associated with strategic sectors such as transport and energy  PT C 68 E 08/03/2013,E-000208/2012,1,In it answer to Question P on the situation at the Groundforce the Commission state a follows It is important to stress that EC law doe not prescribe the privatisation of public undertaking indeed the Treaty is strictly neutral a regard private or public ownership and the Commission equally strictly follows this line In view of the above and the content of the IMFECBEC programme established for Portugal known a Memorandum of Understanding on specific economic policy constraint the Commission is asked to answer the following How can it justify the inclusion in the said programme privatisation of numerous associated with strategic sector such a transport and energy PT C E,-0.23003921,-0.23003921
1197,In its answer to Question P009843/2011 on the situation at the Groundforce  the Commission states as follows It is important to stress that EC law does not prescribe the privatisation of public undertakings indeed the Treaty is strictly neutral as regards private or public ownership and the Commission equally strictly follows this line. In view of the above and the content of the IMF-ECB-EC programme established for Portugal known as Memorandum of Understanding on specific economic policy constraints the Commission is asked to answer the following How can it justify the inclusion in the said programme  privatisation of numerous  associated with strategic sectors such as transport and energy  PT C 68 E 08/03/2013,E-000208/2012,1,In it answer to Question P on the situation at the Groundforce the Commission state a follows It is important to stress that EC law doe not prescribe the privatisation of public undertaking indeed the Treaty is strictly neutral a regard private or public ownership and the Commission equally strictly follows this line In view of the above and the content of the IMFECBEC programme established for Portugal known a Memorandum of Understanding on specific economic policy constraint the Commission is asked to answer the following How can it justify the inclusion in the said programme privatisation of numerous associated with strategic sector such a transport and energy PT C E,-0.23003921,-0.23142502
1198,In its answer to Question P009843/2011 on the situation at the Groundforce  the Commission states as follows It is important to stress that EC law does not prescribe the privatisation of public undertakings indeed the Treaty is strictly neutral as regards private or public ownership and the Commission equally strictly follows this line. In view of the above and the content of the IMF-ECB-EC programme established for Portugal known as Memorandum of Understanding on specific economic policy constraints the Commission is asked to answer the following How can it justify the inclusion in the said programme  privatisation of numerous  associated with strategic sectors such as transport and energy  PT C 68 E 08/03/2013,E-000208/2012,1,In it answer to Question P on the situation at the Groundforce the Commission state a follows It is important to stress that EC law doe not prescribe the privatisation of public undertaking indeed the Treaty is strictly neutral a regard private or public ownership and the Commission equally strictly follows this line In view of the above and the content of the IMFECBEC programme established for Portugal known a Memorandum of Understanding on specific economic policy constraint the Commission is asked to answer the following How can it justify the inclusion in the said programme privatisation of numerous associated with strategic sector such a transport and energy PT C E,-0.23003921,-0.2126083
1199,In its answer to Question P009843/2011 on the situation at the Groundforce  the Commission states as follows It is important to stress that EC law does not prescribe the privatisation of public undertakings indeed the Treaty is strictly neutral as regards private or public ownership and the Commission equally strictly follows this line. In view of the above and the content of the IMF-ECB-EC programme established for Portugal known as Memorandum of Understanding on specific economic policy constraints the Commission is asked to answer the following How can it justify the inclusion in the said programme  privatisation of numerous  associated with strategic sectors such as transport and energy  PT C 68 E 08/03/2013,E-000208/2012,1,In it answer to Question P on the situation at the Groundforce the Commission state a follows It is important to stress that EC law doe not prescribe the privatisation of public undertaking indeed the Treaty is strictly neutral a regard private or public ownership and the Commission equally strictly follows this line In view of the above and the content of the IMFECBEC programme established for Portugal known a Memorandum of Understanding on specific economic policy constraint the Commission is asked to answer the following How can it justify the inclusion in the said programme privatisation of numerous associated with strategic sector such a transport and energy PT C E,-0.23003921,-0.18413804
1200,With respect to the Land Parcel Identification System/Geographical Information System LPIS-GIS and the implementation of the Area-based premia for the claim years 2007 2008 and 2009 in Scotland can the Commission confirm 1. the exact date on which the Commission first notified the Scottish Government of its concerns as to  with the scheme 2. the exact date on which the Commission notified the Scottish Government of the possibility of financial correction in accordance with Article 31 of Regulation EC No 1290/2005 3. the exact date on which the Commission notified the Scottish Government of the financial figure of this financial correction 4. the exact dates on which the Scottish Government acknowledged to the Commission receipt of  C 111 E 18/04/2013,P-002435/2012,0,With respect to the Land Parcel Identification SystemGeographical Information System LPISGIS and the implementation of the Areabased premia for the claim year and in Scotland can the Commission confirm the exact date on which the Commission first notified the Scottish Government of it concern a to with the scheme the exact date on which the Commission notified the Scottish Government of the possibility of financial correction in accordance with Article of Regulation EC No the exact date on which the Commission notified the Scottish Government of the financial figure of this financial correction the exact date on which the Scottish Government acknowledged to the Commission receipt of C E,-0.3781788,-0.3781788
1201, For the two decades since President Siad Barre was deposed in 1991 Somalia has been in a state of war and it remains the scene of attacks by the Al-Shabaab militia which controlled large parts of the capital until 2011.  At a time when several Western countries have begun to officially recognise President Hassan Sheikh Mohamud and when the Minister of Finance Mohamud Hassan Suleiman is seeking international support for the economic recovery of one of the worlds poorest countries the Somali capital Mogadishu has once again been the scene of two attacks by the Islamist militia. How may recent events affect the  support for Somalia,E-004744-13,0,For the two decade since President Siad Barre wa deposed in Somalia ha been in a state of war and it remains the scene of attack by the AlShabaab militia which controlled large part of the capital until At a time when several Western country have begun to officially recognise President Hassan Sheikh Mohamud and when the Minister of Finance Mohamud Hassan Suleiman is seeking international support for the economic recovery of one of the world poorest country the Somali capital Mogadishu ha once again been the scene of two attack by the Islamist militia How may recent event affect the support for Somalia,-0.47433126,-0.47433126
1202,Could the Commission please provide a list of the number of Commission officials in DG-aidco ECHO and DG-dev broken down per programme and per country both in headquarters and in beneficiary countries,E-2321/03,0,Could the Commission please provide a list of the number of Commission official in DGaidco ECHO and DGdev broken down per programme and per country both in headquarters and in beneficiary country,0.46667045,0.46667045
1203,It recently became known that the Commission wished to abolish the blanket exemption from corporation tax for Dutch public undertakings including port undertakings. The Commission states that publicly owned port undertakings perform economic operations and  with private undertakings which are required to pay corporation tax. The Commission sees this as placing the private undertakings at  disadvantage. However Dutch port  not with private businesses based in the Netherlands but with other European sea ports. A survey by Ernst  Young indicates that port undertakings in Germany Belgium and France do not pay corporation tax or equivalents to it. If corporation tax were to be imposed on Dutch port undertakings this would place them at  disadvantage in relation to other European port managers. 1. Is the Commission aware of the survey by Ernst  Young 2. Does the Commission agree that Dutch  with ports in other Member States and should therefore be appraised in that light 3. Does the Commission agree that the Amsterdam and Rotterdam port undertakings should be assessed in the light of their international position 4. Does the Commission consider that it would only be possible to introduce such a proposal for corporation tax on condition that all European publicly owned undertakings are treated in the same general way 5. Will the Commission conduct an international survey of  position of port undertakings on the basis of financial and fiscal policy measures before it submits a general proposal on corporation tax for this category of publicly owned undertaking 6. If so when will such a survey be conducted and when will the findings be known,P-005536-13,0,It recently became known that the Commission wished to abolish the blanket exemption from corporation tax for Dutch public undertaking including port undertaking The Commission state that publicly owned port undertaking perform economic operation and with private undertaking which are required to pay corporation tax The Commission see this a placing the private undertaking at disadvantage However Dutch port not with private business based in the Netherlands but with other European sea port A survey by Ernst Young indicates that port undertaking in Germany Belgium and France do not pay corporation tax or equivalent to it If corporation tax were to be imposed on Dutch port undertaking this would place them at disadvantage in relation to other European port manager Is the Commission aware of the survey by Ernst Young Does the Commission agree that Dutch with port in other Member States and should therefore be appraised in that light Does the Commission agree that the Amsterdam and Rotterdam port undertaking should be assessed in the light of their international position Does the Commission consider that it would only be possible to introduce such a proposal for corporation tax on condition that all European publicly owned undertaking are treated in the same general way Will the Commission conduct an international survey of position of port undertaking on the basis of financial and fiscal policy measure before it submits a general proposal on corporation tax for this category of publicly owned undertaking If so when will such a survey be conducted and when will the finding be known,-0.2489997,-0.2489997
1204,The spiralling cost of diesel fuel has had devastating consequences for fisheries in recent months. Member States have proposed a significant number of different and varying solutions to reduce the hardship that these increases have caused our fishermen. Will the  on this problem and indicate if it intends to introduce harmonised EU contingency plans for the sector to offset the problem,H-0813/05,0,The spiralling cost of diesel fuel ha had devastating consequence for fishery in recent month Member States have proposed a significant number of different and varying solution to reduce the hardship that these increase have caused our fisherman Will the on this problem and indicate if it intends to introduce harmonised EU contingency plan for the sector to offset the problem,-0.4306717,-0.4306717
1205,According to a report by railway legal expert Prof. Dr Urs Kramer which  by the Rhineland-Palatinate Ministry of the Environment restrictions on speed and access in the Middle Rhine Valley  with EC law. In the light of this the Commission is asked to answer the following 1. Is a general ban on freight train operations during a particular period such as at night permissible under EC law What restrictions/measures would determine the periods involved 2. Is a ban on fast trains  and consequently on trains which make more than a reasonable amount of noise  permissible at certain times during the night particularly considering the need to safeguard the prohibition of discrimination in this case with regard to slower trains which may continue to be operated 3. Does the Commission know whether it would be possible to impose an overall speed limit for freight trains in certain areas such as the Middle Rhine Valley It would be instructive to know the extent to which such a rule would be restricted by the proportionality principle which is the yardstick here. 4. Is it right that according to EU legislation on speed and operating restrictions with a view to reducing railway noise a judgment on prohibitions and restrictions should be delivered to the authorities with regard to the legal consequences involved,E-004030-14,0,According to a report by railway legal expert Prof Dr Urs Kramer which by the RhinelandPalatinate Ministry of the Environment restriction on speed and access in the Middle Rhine Valley with EC law In the light of this the Commission is asked to answer the following Is a general ban on freight train operation during a particular period such a at night permissible under EC law What restrictionsmeasures would determine the period involved Is a ban on fast train and consequently on train which make more than a reasonable amount of noise permissible at certain time during the night particularly considering the need to safeguard the prohibition of discrimination in this case with regard to slower train which may continue to be operated Does the Commission know whether it would be possible to impose an overall speed limit for freight train in certain area such a the Middle Rhine Valley It would be instructive to know the extent to which such a rule would be restricted by the proportionality principle which is the yardstick here Is it right that according to EU legislation on speed and operating restriction with a view to reducing railway noise a judgment on prohibition and restriction should be delivered to the authority with regard to the legal consequence involved,-0.298515,-0.298515
1206,Erasmus Mundus programmes have been developed in order to assist students from various countries in gaining new knowledge in a certain field. These programmes play an important role in a students life and make it possible to deepen the quality of higher education and to expand dialogue between nations. Why do students have to pay for the registration of their application for Erasmus Mundus programmes As students are at the very beginning of their careers and are likely to have difficulty paying the admission fees is it possible for these fees to be abolishedLegal notice,E-001467-16,0,Erasmus Mundus programme have been developed in order to assist student from various country in gaining new knowledge in a certain field These programme play an important role in a student life and make it possible to deepen the quality of higher education and to expand dialogue between nation Why do student have to pay for the registration of their application for Erasmus Mundus programme As student are at the very beginning of their career and are likely to have difficulty paying the admission fee is it possible for these fee to be abolishedLegal notice,-0.42410132,-0.23866087
1207,Erasmus Mundus programmes have been developed in order to assist students from various countries in gaining new knowledge in a certain field. These programmes play an important role in a students life and make it possible to deepen the quality of higher education and to expand dialogue between nations. Why do students have to pay for the registration of their application for Erasmus Mundus programmes As students are at the very beginning of their careers and are likely to have difficulty paying the admission fees is it possible for these fees to be abolishedLegal notice,E-001467-16,0,Erasmus Mundus programme have been developed in order to assist student from various country in gaining new knowledge in a certain field These programme play an important role in a student life and make it possible to deepen the quality of higher education and to expand dialogue between nation Why do student have to pay for the registration of their application for Erasmus Mundus programme As student are at the very beginning of their career and are likely to have difficulty paying the admission fee is it possible for these fee to be abolishedLegal notice,-0.42410132,-0.13573016
1208,Erasmus Mundus programmes have been developed in order to assist students from various countries in gaining new knowledge in a certain field. These programmes play an important role in a students life and make it possible to deepen the quality of higher education and to expand dialogue between nations. Why do students have to pay for the registration of their application for Erasmus Mundus programmes As students are at the very beginning of their careers and are likely to have difficulty paying the admission fees is it possible for these fees to be abolishedLegal notice,E-001467-16,0,Erasmus Mundus programme have been developed in order to assist student from various country in gaining new knowledge in a certain field These programme play an important role in a student life and make it possible to deepen the quality of higher education and to expand dialogue between nation Why do student have to pay for the registration of their application for Erasmus Mundus programme As student are at the very beginning of their career and are likely to have difficulty paying the admission fee is it possible for these fee to be abolishedLegal notice,-0.42410132,-0.14581503
1209,If the intention of the EU is to encourage the poorer nations to catch up in terms of living standards why does it persist in its policy of encouraging free movement across the 27 countries Does the Commission not understand that this policy results in the best and most enterprising individuals migrating to the wealthier parts of the EU which directly slows down still further the economic development in their home countries,E-1144/08,1,If the intention of the EU is to encourage the poorer nation to catch up in term of living standard why doe it persist in it policy of encouraging free movement across the country Does the Commission not understand that this policy result in the best and most enterprising individual migrating to the wealthier part of the EU which directly slows down still further the economic development in their home country,0.2672094,0.2672094
1210,If the intention of the EU is to encourage the poorer nations to catch up in terms of living standards why does it persist in its policy of encouraging free movement across the 27 countries Does the Commission not understand that this policy results in the best and most enterprising individuals migrating to the wealthier parts of the EU which directly slows down still further the economic development in their home countries,E-1144/08,1,If the intention of the EU is to encourage the poorer nation to catch up in term of living standard why doe it persist in it policy of encouraging free movement across the country Does the Commission not understand that this policy result in the best and most enterprising individual migrating to the wealthier part of the EU which directly slows down still further the economic development in their home country,0.2672094,-0.2110743
1211,If the intention of the EU is to encourage the poorer nations to catch up in terms of living standards why does it persist in its policy of encouraging free movement across the 27 countries Does the Commission not understand that this policy results in the best and most enterprising individuals migrating to the wealthier parts of the EU which directly slows down still further the economic development in their home countries,E-1144/08,1,If the intention of the EU is to encourage the poorer nation to catch up in term of living standard why doe it persist in it policy of encouraging free movement across the country Does the Commission not understand that this policy result in the best and most enterprising individual migrating to the wealthier part of the EU which directly slows down still further the economic development in their home country,0.2672094,-0.45960063
1212,If the intention of the EU is to encourage the poorer nations to catch up in terms of living standards why does it persist in its policy of encouraging free movement across the 27 countries Does the Commission not understand that this policy results in the best and most enterprising individuals migrating to the wealthier parts of the EU which directly slows down still further the economic development in their home countries,E-1144/08,1,If the intention of the EU is to encourage the poorer nation to catch up in term of living standard why doe it persist in it policy of encouraging free movement across the country Does the Commission not understand that this policy result in the best and most enterprising individual migrating to the wealthier part of the EU which directly slows down still further the economic development in their home country,0.2672094,0.25926617
1213,If the intention of the EU is to encourage the poorer nations to catch up in terms of living standards why does it persist in its policy of encouraging free movement across the 27 countries Does the Commission not understand that this policy results in the best and most enterprising individuals migrating to the wealthier parts of the EU which directly slows down still further the economic development in their home countries,E-1144/08,1,If the intention of the EU is to encourage the poorer nation to catch up in term of living standard why doe it persist in it policy of encouraging free movement across the country Does the Commission not understand that this policy result in the best and most enterprising individual migrating to the wealthier part of the EU which directly slows down still further the economic development in their home country,0.2672094,0.25334448
1214,If the intention of the EU is to encourage the poorer nations to catch up in terms of living standards why does it persist in its policy of encouraging free movement across the 27 countries Does the Commission not understand that this policy results in the best and most enterprising individuals migrating to the wealthier parts of the EU which directly slows down still further the economic development in their home countries,E-1144/08,1,If the intention of the EU is to encourage the poorer nation to catch up in term of living standard why doe it persist in it policy of encouraging free movement across the country Does the Commission not understand that this policy result in the best and most enterprising individual migrating to the wealthier part of the EU which directly slows down still further the economic development in their home country,0.2672094,0.21783392
1215,If the intention of the EU is to encourage the poorer nations to catch up in terms of living standards why does it persist in its policy of encouraging free movement across the 27 countries Does the Commission not understand that this policy results in the best and most enterprising individuals migrating to the wealthier parts of the EU which directly slows down still further the economic development in their home countries,E-1144/08,1,If the intention of the EU is to encourage the poorer nation to catch up in term of living standard why doe it persist in it policy of encouraging free movement across the country Does the Commission not understand that this policy result in the best and most enterprising individual migrating to the wealthier part of the EU which directly slows down still further the economic development in their home country,0.2672094,0.23205543
1216,If the intention of the EU is to encourage the poorer nations to catch up in terms of living standards why does it persist in its policy of encouraging free movement across the 27 countries Does the Commission not understand that this policy results in the best and most enterprising individuals migrating to the wealthier parts of the EU which directly slows down still further the economic development in their home countries,E-1144/08,1,If the intention of the EU is to encourage the poorer nation to catch up in term of living standard why doe it persist in it policy of encouraging free movement across the country Does the Commission not understand that this policy result in the best and most enterprising individual migrating to the wealthier part of the EU which directly slows down still further the economic development in their home country,0.2672094,0.25420752
1217,If the intention of the EU is to encourage the poorer nations to catch up in terms of living standards why does it persist in its policy of encouraging free movement across the 27 countries Does the Commission not understand that this policy results in the best and most enterprising individuals migrating to the wealthier parts of the EU which directly slows down still further the economic development in their home countries,E-1144/08,1,If the intention of the EU is to encourage the poorer nation to catch up in term of living standard why doe it persist in it policy of encouraging free movement across the country Does the Commission not understand that this policy result in the best and most enterprising individual migrating to the wealthier part of the EU which directly slows down still further the economic development in their home country,0.2672094,0.23856194
1218,Turkish Prime Minister Erdo__an wants enlargement he is intent on a new Ottoman Empire. Erdo__an has said that Turkey only maintains contact with countries in the region because they belonged to the former Ottoman Empire. Erdo__an wants to extend his influence in the Balkans among other things by establishing Turkish schools. Within the framework of his neo-Ottoman rhetoric however Erdo__an all too eagerly recalls military victories over Christian forces. Furthermore Erdo__an wants to take action against a Turkish television series in which Suleiman the Magnificent is depicted this sultan who conquered Serbia and Hungary is depicted dishonourably in the series according to Erdo__an. 1. Is the Commission familiar with the report Erdogan trÊ_umt vom Reich der Osmanen1 2. What is the view of the Commission with regard to Erdo__an being intent on a new Ottoman Empire Does the Commission reject his alarming rhetoric 3. Now that he has said that he wants to enlarge his country  do Erdo__ans statements have consequences for the accession negotiations between the EU and Turkey Is the Commission prepared to stop all accession negotiations with and all EU monetary flows to Turkey at once If not how can the EU still negotiate accession with a country that is intent on enlargement 1 http//www.welt.de/print/die_welt/politik/article111533601/Erdogan-traeumt-vom-Reich-der-Osmanen.html  NL C 317 E 31/10/2013,E-010872-12,0,Turkish Prime Minister Erdo an want enlargement he is intent on a new Ottoman Empire Erdo an ha said that Turkey only maintains contact with country in the region because they belonged to the former Ottoman Empire Erdo an want to extend his influence in the Balkans among other thing by establishing Turkish school Within the framework of his neoOttoman rhetoric however Erdo an all too eagerly recall military victory over Christian force Furthermore Erdo an want to take action against a Turkish television series in which Suleiman the Magnificent is depicted this sultan who conquered Serbia and Hungary is depicted dishonourably in the series according to Erdo an Is the Commission familiar with the report Erdogan tr Ê umt vom Reich der Osmanen What is the view of the Commission with regard to Erdo an being intent on a new Ottoman Empire Does the Commission reject his alarming rhetoric Now that he ha said that he want to enlarge his country do Erdo an statement have consequence for the accession negotiation between the EU and Turkey Is the Commission prepared to stop all accession negotiation with and all EU monetary flow to Turkey at once If not how can the EU still negotiate accession with a country that is intent on enlargement httpwwwweltdeprintdieweltpolitikarticleErdogantraeumtvomReichderOsmanenhtml NL C E,-0.41282326,-0.41282326
1219,Under the EU Timber Regulation EUTR illegally harvested timber is prohibited on EU markets. However authorisation documents provided by operators in the EU are very susceptible to falsification as has been repeatedly exposed by Greenpeace investigations. Several  have been buying timber from a Brazilian logging firm whose owner was implicated in the murder of nine members of an  in Colniza Mato Grosso on 19 April 2017. What is the Commission doing to ensure that  authorities under the EUTR are conducting thorough checks on operators in their jurisdictions,P-000137-18,0,Under the EU Timber Regulation EUTR illegally harvested timber is prohibited on EU market However authorisation document provided by operator in the EU are very susceptible to falsification a ha been repeatedly exposed by Greenpeace investigation Several have been buying timber from a Brazilian logging firm whose owner wa implicated in the murder of nine member of an in Colniza Mato Grosso on April What is the Commission doing to ensure that authority under the EUTR are conducting thorough check on operator in their jurisdiction,0.091909386,0.091909386
1220,According to the Independent newspaper in 2006 in the United Kingdom alone 22 000 people entered rehabilitation programmes to cure them of their addiction to cannabis 9 600 of whom were under 18. At the same time according to the European Monitoring Centre for Drugs and Drug Addiction 12 million Europeans take cannabis 25 of them on a daily basis while 20 of rehabilitation requests are cannabis related. Recent research has established a link between cannabis and mental disorders caused by the increased content in cannabis of the psychotropic drug tetrahydrocannabinol THC. It has been shown that the decriminalisation in certain EU Member States of soft drugs such as cannabis is resulting in a dramatic increase in the number of users and drug addicts particularly among young people with tragic consequences for their health and even their lives. What is the Commissions response to the findings of scientific surveys showing that not only are soft drugs no less dangerous but also their decriminalisation is resulting in a sharp rise in drugs dependency and drug addiction particularly among young people,H-0346/07,0,According to the Independent newspaper in in the United Kingdom alone people entered rehabilitation programme to cure them of their addiction to cannabis of whom were under At the same time according to the European Monitoring Centre for Drugs and Drug Addiction million Europeans take cannabis of them on a daily basis while of rehabilitation request are cannabis related Recent research ha established a link between cannabis and mental disorder caused by the increased content in cannabis of the psychotropic drug tetrahydrocannabinol THC It ha been shown that the decriminalisation in certain EU Member States of soft drug such a cannabis is resulting in a dramatic increase in the number of user and drug addict particularly among young people with tragic consequence for their health and even their life What is the Commissions response to the finding of scientific survey showing that not only are soft drug no le dangerous but also their decriminalisation is resulting in a sharp rise in drug dependency and drug addiction particularly among young people,-0.19544727,-0.19544727
